age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
83,m,yes,yes,yes,yes,yes,True,False,2024,out,58,True,74,50,99,45,22,79,57,29,2,24,91,15,98,87,32,96,55,7,7,38,85,87,86,42,85,48,21,29,89,90,97,98,29,30,64,23,62,60,40,21,76,10,2,94,35,65,53,98,79,34,71,19
96,m,yes,yes,no,yes,yes,True,False,486,in,26,True,7,66,59,13,72,72,29,48,71,62,80,38,72,47,33,48,51,45,43,47,32,4,18,76,90,62,72,85,93,66,64,95,46,63,92,3,21,25,54,65,80,78,73,82,88,59,81,27,59,16,55,0
83,m,yes,yes,yes,yes,yes,True,False,1206,out,87,True,8,9,58,80,57,32,94,23,95,60,56,86,42,41,97,88,35,29,24,12,85,71,42,41,46,33,91,12,19,13,37,23,12,57,32,51,100,74,20,37,33,20,16,11,97,41,71,40,33,19,39,65
90,m,yes,yes,yes,yes,yes,True,False,128,out,62,True,38,2,25,34,38,75,46,17,36,23,59,1,54,88,62,97,74,72,53,40,36,32,23,70,45,91,54,67,24,70,2,23,24,14,8,24,47,100,74,88,66,64,90,53,79,56,95,73,65,99,58,95
97,m,yes,yes,yes,yes,yes,True,False,673,in,34,True,7,19,11,57,14,84,52,85,14,56,79,37,58,10,38,47,2,66,43,94,60,74,38,10,25,57,22,99,52,82,76,12,20,18,82,68,37,74,35,67,55,37,60,6,53,41,52,46,93,0,3,62
77,m,yes,yes,yes,yes,yes,True,False,301,out,78,True,26,52,46,58,8,57,69,81,67,64,11,51,19,100,91,52,29,99,92,65,24,60,7,50,81,24,33,34,9,60,56,94,3,94,65,93,20,4,84,29,48,86,66,90,5,47,81,39,95,60,37,44
66,f,yes,yes,yes,yes,yes,True,False,176,out,76,True,25,27,20,35,27,11,96,64,43,19,37,29,99,75,34,4,2,16,57,15,22,95,56,58,54,62,47,27,62,9,10,59,5,50,6,82,51,90,38,36,19,42,24,37,66,74,78,87,19,63,84,53
94,m,yes,yes,yes,yes,yes,True,False,1548,out,85,True,41,10,23,76,38,50,42,55,53,48,83,21,90,64,84,97,89,44,64,96,67,89,93,67,23,12,59,50,22,30,47,63,69,44,27,37,22,17,60,52,73,83,13,44,12,35,38,72,26,56,50,12
86,f,no,yes,yes,yes,yes,True,False,2246,in,20,True,53,10,53,90,99,29,63,8,14,17,46,42,52,82,26,11,1,82,74,50,21,44,54,17,37,52,78,71,71,28,67,24,42,88,92,23,10,92,25,53,94,15,75,0,76,92,11,12,23,23,20,91
64,f,yes,yes,yes,yes,yes,True,False,2893,in,36,True,53,6,52,33,97,96,28,36,62,89,66,60,46,95,60,1,88,79,16,84,55,34,63,51,14,83,13,74,96,48,63,49,79,89,6,65,96,56,30,26,38,46,62,50,39,26,82,47,93,95,59,38
71,f,yes,no,yes,yes,yes,True,False,2141,out,67,True,32,57,55,37,29,81,30,74,95,1,29,72,47,10,72,74,19,61,29,25,82,80,12,73,89,77,31,93,17,44,20,24,51,99,76,98,29,82,5,97,73,83,52,86,1,56,90,19,75,97,56,59
77,m,yes,yes,no,yes,yes,True,False,1414,in,37,True,71,65,65,59,5,0,85,35,7,13,2,12,34,78,96,25,69,81,74,64,73,33,82,27,85,31,64,54,26,87,45,84,9,66,79,6,68,78,85,57,72,9,79,3,73,50,24,22,40,84,37,16
78,m,yes,yes,yes,yes,yes,True,False,2966,in,46,True,82,100,55,48,53,93,100,77,38,33,16,7,18,89,47,1,0,42,95,68,20,16,94,39,30,88,24,13,31,65,51,70,39,53,72,75,21,83,16,21,48,18,0,15,72,100,69,7,66,64,79,66
97,m,no,yes,yes,yes,yes,True,False,2027,in,9,True,51,72,78,10,5,75,2,26,67,38,24,30,86,13,6,29,44,41,57,90,75,75,84,80,99,78,23,98,18,44,50,14,97,69,64,75,5,95,45,65,38,31,91,46,60,10,38,97,64,31,2,35
78,f,yes,yes,yes,yes,yes,True,False,1406,out,55,True,68,67,20,27,14,49,98,11,27,90,9,81,13,86,2,6,58,10,24,76,68,18,69,87,99,29,74,13,65,2,86,7,65,28,75,58,37,95,16,42,37,42,35,97,91,87,93,5,26,97,1,90
85,f,yes,yes,yes,yes,yes,True,False,400,out,75,True,6,41,11,45,25,19,57,87,4,2,38,76,67,96,2,29,76,9,9,76,4,44,93,99,27,0,96,71,63,52,28,49,52,37,0,77,53,46,67,51,94,57,49,51,90,94,22,77,70,64,75,79
97,m,yes,no,yes,yes,yes,True,False,1619,out,95,True,71,2,4,53,53,8,31,73,93,97,32,85,9,1,12,71,1,73,81,42,96,46,11,26,14,26,92,84,88,65,62,99,69,5,71,61,10,15,9,40,12,60,1,73,6,45,24,68,9,25,13,30
73,f,yes,yes,yes,no,yes,True,False,2720,out,61,True,63,91,20,50,62,50,64,63,19,43,63,13,78,3,2,33,88,13,34,0,83,93,55,51,5,29,91,45,3,54,93,12,84,61,11,10,17,15,61,31,23,32,22,88,35,89,77,80,12,43,32,16
93,f,yes,no,yes,yes,yes,True,False,2421,out,68,True,71,91,68,1,70,46,62,17,21,19,86,14,94,88,53,21,69,65,80,87,95,73,13,12,55,34,45,56,99,93,25,80,89,51,73,98,81,57,96,14,95,16,22,55,8,19,3,52,93,66,49,35
75,m,yes,yes,yes,no,yes,True,False,1567,out,63,True,6,95,92,78,69,9,14,59,73,32,65,94,94,96,57,9,17,85,90,25,89,55,67,67,45,41,60,49,67,58,49,16,81,77,21,69,2,17,44,43,11,31,89,15,49,7,43,88,78,87,10,44
76,f,yes,yes,yes,yes,yes,True,False,2819,out,96,True,48,26,13,59,12,66,87,56,29,10,51,49,9,93,4,40,29,50,51,31,76,48,46,90,93,29,55,41,5,55,60,41,16,17,16,100,6,32,57,72,18,72,28,17,48,73,4,57,77,58,71,89
94,f,yes,yes,yes,yes,yes,True,False,1006,out,64,True,53,96,47,83,43,33,57,54,24,11,80,54,58,34,57,37,37,99,16,80,26,27,17,66,0,51,47,66,59,21,40,34,79,90,80,83,93,7,77,69,36,45,23,78,46,65,47,91,92,51,17,63
78,m,yes,yes,no,yes,yes,True,False,1042,in,19,True,78,95,23,67,22,37,54,93,93,91,79,8,39,66,94,59,0,79,62,49,89,80,53,10,83,69,46,25,36,18,38,1,86,94,9,53,90,79,18,80,52,36,97,17,89,18,71,17,54,17,50,71
92,m,yes,yes,yes,yes,yes,True,False,2470,out,82,True,48,73,17,67,85,0,16,67,25,17,18,57,20,99,26,88,19,32,4,86,24,23,73,43,12,73,25,86,62,74,0,18,99,39,17,65,80,42,34,11,12,43,54,42,39,95,29,32,70,86,31,49
84,m,yes,no,yes,yes,yes,True,False,820,in,31,True,58,91,62,33,40,58,85,1,9,63,71,5,71,97,29,1,42,15,65,54,22,15,90,21,90,23,48,89,68,72,1,98,88,54,95,55,86,1,95,14,5,97,80,48,48,14,72,59,37,49,100,2
63,f,yes,no,yes,yes,yes,True,False,391,out,62,True,29,11,60,62,3,60,47,83,54,23,20,95,33,30,81,70,90,9,86,45,68,36,22,25,29,22,30,95,53,64,15,72,9,40,100,56,46,19,43,72,55,42,44,9,10,59,78,39,8,73,1,44
97,f,yes,yes,yes,yes,yes,True,False,2374,out,99,True,86,32,48,100,77,17,22,87,25,28,46,80,4,82,24,57,7,17,95,2,9,35,10,79,49,42,43,80,64,62,56,90,46,92,91,71,79,15,9,25,44,50,84,64,16,34,27,60,15,47,98,20
66,f,yes,yes,yes,yes,no,True,False,902,in,32,True,60,100,52,15,29,28,22,55,16,71,78,19,12,3,45,43,63,11,99,67,33,23,65,36,48,1,100,12,18,45,12,48,46,52,29,88,69,4,72,95,59,59,93,2,73,97,63,0,6,36,15,37
78,m,yes,yes,no,yes,yes,True,False,1908,in,36,True,67,11,3,75,25,6,62,75,33,6,53,1,38,58,50,1,34,2,82,1,6,48,74,76,60,47,38,47,16,68,71,74,61,35,88,51,31,26,60,56,21,73,65,84,63,88,94,59,75,26,89,2
87,m,yes,yes,yes,yes,yes,True,False,1560,out,82,True,18,3,98,1,52,14,93,93,91,10,64,7,68,34,71,35,27,53,89,25,40,81,43,34,16,84,98,0,20,31,83,54,87,32,35,99,13,29,61,22,60,88,31,53,55,88,51,49,46,42,81,75
96,f,yes,yes,yes,no,yes,True,False,1882,out,72,True,49,40,11,8,63,97,19,54,5,31,38,1,74,1,18,96,9,59,54,4,0,14,43,94,39,13,67,59,26,84,20,6,94,57,56,17,20,87,84,67,72,12,33,49,100,55,35,81,19,45,72,99
78,f,yes,yes,yes,no,yes,True,False,66,in,11,True,91,89,3,7,96,96,31,86,73,28,75,78,74,35,74,45,66,19,40,18,38,37,53,42,6,92,70,26,10,22,95,39,61,15,57,8,68,13,3,3,79,82,50,95,18,71,52,3,70,1,12,89
60,f,yes,yes,yes,yes,yes,True,False,1745,in,49,True,96,92,19,86,30,59,80,72,70,41,19,70,45,23,55,50,75,2,79,80,78,20,59,39,59,51,24,37,68,94,66,95,28,32,18,80,26,74,51,22,18,9,34,97,42,74,79,96,36,57,58,17
68,f,yes,yes,yes,yes,yes,True,False,2629,in,22,True,91,76,24,80,19,39,61,11,50,2,18,97,60,99,70,31,40,92,95,2,60,83,52,68,12,56,23,42,44,17,65,85,4,67,88,0,93,97,57,89,82,72,53,82,72,50,52,26,23,54,64,70
72,f,yes,yes,yes,yes,yes,True,False,2483,out,98,True,98,44,57,48,61,68,86,83,82,72,12,92,96,3,49,48,77,46,7,15,25,56,11,59,24,42,1,42,89,11,74,21,38,62,95,4,73,76,84,0,46,37,16,15,77,14,85,19,2,93,38,62
70,m,yes,yes,no,yes,yes,True,False,230,in,19,True,64,17,87,57,74,52,53,74,54,94,53,27,25,97,31,78,75,3,20,99,23,36,82,24,63,62,82,49,52,56,67,78,45,27,65,68,1,27,11,59,7,80,22,17,35,25,61,56,79,59,57,98
87,f,no,yes,yes,yes,yes,True,False,1533,out,50,True,98,42,40,83,97,86,75,85,58,22,70,84,77,96,92,99,94,31,70,62,31,38,79,68,86,48,62,5,26,60,78,98,77,3,13,44,76,8,44,13,40,95,73,70,52,73,69,53,57,73,7,35
83,m,yes,yes,yes,yes,yes,True,False,270,in,28,True,86,51,29,58,74,66,35,1,46,7,40,1,18,3,77,13,99,68,19,93,43,99,26,58,19,39,28,39,56,79,48,34,84,62,0,1,12,67,73,0,35,51,93,93,8,78,94,22,36,7,49,72
88,f,yes,yes,yes,yes,no,True,False,794,out,90,True,74,53,17,70,9,32,78,42,10,58,50,91,70,63,88,50,89,23,42,29,80,30,94,10,28,36,61,11,95,76,98,61,49,50,59,97,2,81,77,62,45,62,64,84,99,99,98,43,80,62,32,87
62,f,yes,yes,yes,yes,yes,True,False,552,in,44,True,74,18,78,46,47,60,99,15,72,37,87,9,43,53,90,60,86,50,75,1,79,64,28,52,49,56,67,27,29,49,56,77,39,21,9,20,4,36,80,39,0,92,27,81,69,81,0,48,38,11,89,87
92,m,yes,yes,yes,yes,yes,True,False,1998,in,39,True,40,80,84,44,99,86,36,91,15,26,100,98,44,9,40,40,33,40,5,12,75,95,51,12,34,90,75,94,41,66,40,28,92,13,72,89,60,22,44,90,23,89,74,72,89,90,51,84,26,4,70,75
62,f,yes,yes,yes,yes,yes,True,False,1670,in,12,True,15,27,71,13,98,82,70,95,19,1,79,87,22,67,39,69,36,38,82,62,64,58,14,33,47,45,11,0,41,83,8,89,42,42,93,47,73,90,74,59,86,15,67,97,67,0,74,96,4,61,98,7
75,f,yes,yes,yes,yes,yes,True,False,2065,in,41,True,17,85,74,56,57,47,70,19,96,46,10,4,21,23,11,33,50,52,86,26,92,8,64,73,30,41,40,67,27,89,31,88,55,68,25,4,29,26,99,17,62,91,89,26,65,31,52,11,53,4,85,2
75,m,no,yes,yes,yes,yes,True,False,2084,in,16,True,95,98,81,91,35,56,43,48,42,55,84,95,53,38,89,63,59,36,25,77,75,62,91,31,54,44,34,58,84,62,80,75,27,2,3,21,8,93,78,14,19,66,38,99,61,23,99,41,33,9,47,13
62,f,yes,yes,yes,yes,yes,True,False,152,in,3,True,46,53,26,23,83,67,63,10,32,41,89,25,76,70,33,3,99,31,73,34,91,32,57,38,83,91,98,6,41,13,50,39,85,26,46,70,56,69,12,87,66,72,9,82,3,64,3,4,7,87,78,4
89,m,yes,yes,yes,yes,yes,True,False,2970,in,17,True,1,29,89,70,26,8,72,93,69,13,76,78,33,18,95,93,33,8,58,72,14,12,51,65,63,28,80,53,80,72,31,97,54,62,82,39,50,83,98,27,29,75,68,3,7,79,86,21,55,34,25,100
91,m,no,yes,yes,yes,yes,True,False,2760,in,22,True,36,52,46,12,89,78,17,8,54,21,29,42,32,81,25,68,36,49,51,50,70,37,24,45,61,96,62,99,34,95,36,29,27,32,77,78,65,15,47,17,25,15,98,24,14,86,46,84,64,85,28,67
84,f,yes,no,yes,yes,yes,True,False,225,in,29,True,84,19,43,45,16,32,32,85,16,61,16,84,21,42,15,81,96,32,13,79,62,25,83,35,81,94,92,6,66,1,77,57,67,12,39,12,64,19,50,36,25,7,86,27,80,31,89,5,42,2,50,18
73,m,yes,yes,yes,yes,yes,True,False,1857,in,3,True,76,27,39,10,70,55,59,23,30,22,21,87,93,77,75,60,69,48,1,66,71,1,9,34,3,12,17,69,97,25,28,60,88,86,76,12,7,19,41,41,78,62,57,94,59,10,22,8,88,71,64,73
71,m,yes,yes,yes,yes,yes,True,False,252,in,13,True,90,43,29,41,7,37,5,67,50,43,48,64,94,61,43,39,64,6,77,89,49,20,28,15,35,79,19,49,47,60,38,96,73,45,55,2,43,33,14,48,12,20,33,73,98,97,6,25,21,27,45,16
64,f,yes,yes,yes,yes,yes,True,False,589,in,23,True,94,59,41,20,62,93,0,32,20,23,59,68,31,17,64,69,63,13,26,15,84,5,70,51,57,96,52,75,50,15,18,38,68,90,57,41,75,26,71,60,28,6,38,31,79,91,26,65,27,45,39,98
81,f,yes,no,yes,yes,yes,True,False,2959,in,17,True,76,59,68,38,71,6,93,82,57,47,73,15,80,42,38,58,99,44,74,85,8,17,47,54,24,98,30,52,30,83,95,64,18,14,43,68,86,6,15,13,29,54,100,6,55,100,66,63,10,24,60,20
81,f,yes,yes,yes,no,yes,True,False,902,in,39,True,78,42,87,7,3,92,24,44,91,66,94,30,24,43,7,69,10,44,39,87,31,53,72,78,10,34,66,31,2,82,33,23,82,94,82,77,14,78,75,52,89,88,72,87,77,21,80,86,58,72,88,51
93,f,yes,yes,yes,yes,yes,True,False,2788,in,35,True,52,38,26,42,12,90,48,45,11,75,85,23,43,77,83,26,60,60,19,69,34,9,48,5,5,62,65,75,53,96,99,42,34,82,69,48,67,90,47,80,38,2,35,92,72,55,27,78,88,27,26,96
95,m,yes,no,yes,yes,yes,True,False,388,out,79,True,30,24,60,67,42,81,38,20,59,32,85,74,3,83,94,15,80,92,35,58,84,92,89,7,1,88,71,85,69,2,90,74,85,13,68,51,13,46,42,14,21,22,31,5,60,84,58,4,22,14,28,75
93,m,yes,yes,yes,yes,yes,True,False,2846,out,73,True,33,26,61,10,88,24,56,25,94,20,79,49,43,99,3,7,45,18,76,55,26,56,21,89,93,49,42,30,68,64,21,31,3,93,74,9,64,19,15,23,81,64,94,81,57,87,52,83,65,10,34,25
84,m,yes,yes,yes,yes,no,True,False,593,in,32,True,88,20,16,85,13,97,39,15,70,1,87,83,19,82,14,63,29,61,69,65,76,34,77,60,91,95,72,3,40,13,5,16,20,54,63,30,18,25,30,4,57,10,13,65,59,68,37,8,19,40,87,11
74,m,no,yes,yes,yes,yes,True,False,936,in,48,True,84,51,9,50,84,73,89,25,69,44,65,63,100,25,62,7,75,89,27,67,0,59,82,77,82,69,86,61,56,2,43,86,94,72,100,91,63,10,47,22,15,78,49,64,86,13,41,97,41,0,94,97
81,f,yes,no,yes,yes,yes,True,False,2188,out,85,True,13,83,76,60,42,67,6,47,70,35,76,82,60,54,48,81,99,69,26,13,51,19,46,35,80,78,57,94,12,6,15,56,19,9,37,45,42,0,77,55,20,69,64,23,0,31,38,72,32,15,91,27
93,m,yes,yes,yes,yes,yes,True,False,468,in,28,True,19,90,25,72,96,81,86,38,63,69,4,9,79,75,32,28,34,42,20,19,10,5,13,36,29,94,76,40,63,83,86,16,94,23,82,4,67,7,40,2,74,57,38,11,61,91,1,0,52,16,35,32
70,m,no,yes,yes,yes,yes,True,False,1129,out,60,True,39,38,39,17,85,41,31,75,23,69,92,77,77,90,38,67,89,92,69,11,42,22,73,8,17,64,58,62,2,64,19,38,89,56,88,10,92,31,95,90,66,58,2,17,42,3,58,95,86,58,90,25
98,f,yes,yes,yes,yes,yes,True,False,369,out,67,True,86,73,68,62,77,17,32,80,77,1,6,25,91,39,69,1,31,87,57,95,7,45,0,9,96,87,96,65,94,76,0,66,56,34,95,63,48,36,79,10,25,8,39,5,49,100,64,78,21,20,58,46
75,f,yes,yes,yes,yes,yes,True,False,1064,out,90,True,0,21,65,35,72,88,62,67,53,34,72,17,55,35,47,60,100,82,61,21,40,16,93,25,33,48,33,82,68,96,58,0,60,11,26,94,79,89,10,98,97,69,67,11,38,61,25,66,13,54,93,14
65,m,yes,yes,yes,yes,no,True,False,1038,in,45,True,58,61,8,64,39,5,27,12,60,13,89,45,78,14,84,4,23,67,32,51,10,56,33,65,57,95,69,15,13,90,7,77,3,58,17,86,16,27,37,42,32,0,2,51,89,1,59,91,3,79,95,80
92,f,yes,yes,yes,yes,yes,True,False,120,out,69,True,67,34,95,95,59,15,70,51,55,10,39,54,61,44,55,45,96,51,45,21,50,25,52,73,21,14,17,99,86,71,75,91,28,53,87,48,98,2,45,28,24,14,94,8,89,31,24,32,0,91,44,40
67,f,yes,yes,yes,yes,yes,True,False,2875,in,28,True,55,63,57,53,10,28,7,95,99,38,39,45,55,62,32,12,64,38,12,5,47,52,68,70,34,8,68,61,90,66,20,63,23,56,40,99,66,47,9,15,45,6,92,68,35,47,0,70,80,41,89,29
66,m,yes,yes,yes,yes,yes,True,False,2748,out,62,True,73,53,33,17,91,43,93,55,70,75,27,25,62,54,49,87,54,71,54,17,91,6,85,64,81,0,36,62,66,76,37,2,59,81,12,10,1,15,70,75,79,91,1,64,2,71,45,36,55,41,27,2
71,m,no,yes,yes,yes,yes,True,False,1037,out,51,True,89,28,18,78,74,56,81,79,85,40,92,77,33,81,17,45,0,47,48,63,43,81,42,86,0,82,74,30,42,85,31,71,39,21,67,4,94,25,35,61,61,12,80,43,28,27,49,14,54,43,100,33
65,f,yes,yes,yes,yes,yes,True,False,2721,in,31,True,42,33,100,39,93,23,46,43,63,0,23,7,91,28,68,16,46,40,52,51,91,4,36,33,9,9,39,38,100,51,73,92,76,17,64,19,65,29,75,80,49,43,81,84,92,9,92,89,68,60,47,0
84,f,yes,yes,yes,yes,no,True,False,160,out,96,True,49,32,65,64,65,57,61,81,97,22,44,82,25,9,25,17,66,9,57,54,32,33,24,12,39,52,78,21,45,41,88,61,54,32,69,79,82,37,67,70,58,74,19,90,100,32,88,37,91,98,71,70
91,m,yes,yes,yes,yes,yes,True,False,2038,in,19,True,32,44,74,74,72,60,38,48,34,4,73,50,23,49,90,1,61,59,79,41,46,4,21,63,13,63,55,89,65,84,27,50,36,85,44,18,29,92,93,0,54,29,67,32,31,47,82,56,27,88,37,25
83,f,yes,yes,yes,yes,yes,True,False,1991,in,6,True,91,71,63,93,39,41,84,18,93,29,19,99,33,89,95,45,44,55,81,91,45,15,89,35,90,69,69,30,5,37,36,39,33,31,84,88,98,69,81,80,1,69,69,72,97,51,52,64,2,90,41,58
92,m,no,yes,yes,yes,yes,True,False,346,in,4,True,32,13,39,41,10,22,72,0,22,91,39,73,75,2,3,74,50,30,85,27,91,21,80,13,49,11,45,78,99,97,25,75,8,20,78,36,44,78,19,73,33,50,4,14,58,74,93,49,5,31,0,33
89,m,yes,yes,yes,yes,yes,True,False,721,in,3,True,96,45,95,70,31,1,89,13,86,40,79,1,32,68,2,49,83,66,50,77,97,1,91,52,7,49,46,87,38,25,32,29,98,68,68,18,94,64,38,41,27,28,3,35,72,77,94,1,7,26,54,11
72,f,yes,yes,no,yes,yes,True,False,51,out,87,True,57,35,37,47,20,43,77,29,35,60,41,15,14,65,20,82,46,86,9,81,84,76,90,95,23,14,77,16,58,20,70,28,25,50,99,57,52,25,72,17,66,26,33,60,8,83,33,60,58,79,27,17
93,f,yes,yes,no,yes,yes,True,False,2190,in,33,True,57,99,53,23,57,8,22,47,94,32,67,27,21,19,87,86,43,53,99,87,17,74,99,42,63,31,24,70,78,31,49,6,19,58,62,68,65,34,55,52,56,20,34,70,28,74,29,28,84,45,48,97
60,f,yes,yes,yes,yes,yes,True,False,535,out,80,True,76,11,37,89,48,96,94,79,78,7,66,52,100,52,77,7,57,49,22,15,8,75,1,91,61,61,24,21,58,81,78,50,70,14,96,69,31,76,80,51,42,66,91,95,70,83,54,4,29,64,8,46
73,f,yes,yes,yes,yes,yes,True,False,2061,out,54,True,47,13,41,48,21,16,9,16,55,32,10,67,97,40,56,9,64,23,95,79,37,11,90,8,6,62,22,1,65,81,8,82,73,30,77,48,32,68,27,96,35,31,56,80,21,58,72,89,51,58,90,26
93,m,yes,yes,yes,yes,no,True,False,2123,in,16,True,31,46,5,25,86,17,7,8,66,42,45,22,48,54,45,25,95,79,86,94,48,45,14,65,67,88,48,18,50,50,60,14,59,52,46,2,70,3,39,47,95,10,81,66,88,100,86,70,5,33,9,9
93,f,yes,yes,yes,yes,yes,True,False,1316,in,4,True,6,89,29,52,31,45,74,82,87,45,55,24,35,8,19,29,49,72,72,89,14,14,32,75,62,26,85,50,10,60,42,3,74,47,76,41,68,22,47,12,84,25,67,17,69,83,100,65,38,82,86,89
95,m,yes,yes,yes,yes,yes,True,False,2795,out,88,True,2,89,59,31,0,32,80,18,85,34,17,94,16,92,30,90,43,15,34,84,5,62,74,77,66,71,68,22,53,47,19,3,50,2,14,28,97,33,92,0,80,22,10,72,96,71,86,58,50,51,54,68
100,f,yes,yes,no,yes,yes,True,False,2967,in,41,True,34,23,25,64,1,23,63,83,39,18,38,21,15,99,9,87,16,54,64,67,63,25,56,46,78,33,89,8,5,77,23,35,65,57,34,95,60,74,94,74,8,8,83,70,18,66,9,57,77,39,16,81
100,f,yes,yes,no,yes,yes,True,False,572,out,54,True,55,7,75,56,73,46,1,21,86,92,33,75,92,81,84,47,44,37,12,68,86,43,50,45,3,90,81,58,52,26,69,81,84,98,43,88,72,18,28,83,0,61,53,20,86,61,88,86,100,89,56,88
96,f,yes,yes,yes,no,yes,True,False,721,in,10,True,35,28,16,17,94,86,88,20,34,87,17,7,89,60,52,93,85,26,63,67,34,49,58,60,88,53,91,29,8,85,51,40,21,69,83,80,15,60,79,99,6,39,49,82,1,69,4,79,27,58,97,99
65,m,yes,yes,yes,yes,no,True,False,1161,out,89,True,2,97,87,40,64,77,8,82,63,96,16,43,33,7,29,1,100,36,92,52,64,97,82,76,22,8,92,36,66,45,3,24,31,71,22,0,65,46,90,36,98,74,39,17,12,27,85,47,90,48,69,62
74,m,yes,yes,yes,yes,no,True,False,1004,in,14,True,76,6,3,5,41,66,28,14,87,70,26,8,5,46,29,35,33,59,93,72,0,88,40,87,98,40,18,10,10,73,2,36,78,42,29,16,22,55,43,10,93,57,44,16,30,75,25,93,85,80,34,10
79,m,yes,no,yes,yes,yes,True,False,2819,out,64,True,69,82,76,46,95,73,52,27,36,37,99,37,55,95,5,20,48,30,19,65,62,1,81,89,60,4,23,84,67,15,51,55,17,9,39,23,63,30,74,81,1,13,43,82,8,60,80,60,84,74,83,22
66,f,yes,yes,yes,yes,yes,True,False,1461,in,27,True,81,44,70,17,99,13,78,95,57,78,66,86,89,7,34,71,70,33,57,14,19,42,72,22,39,0,53,47,35,91,96,67,100,22,98,95,73,76,82,53,99,91,27,22,58,72,84,22,85,43,94,83
87,m,yes,yes,yes,yes,yes,True,False,2986,in,42,True,75,61,78,24,15,4,15,9,48,54,93,99,47,11,57,72,37,25,60,22,45,69,36,27,41,51,1,26,85,63,67,72,82,88,77,96,9,64,57,69,88,14,13,47,47,8,68,21,65,100,63,44
82,f,yes,yes,yes,yes,yes,True,False,2630,out,86,True,33,77,80,40,25,36,31,9,60,99,37,87,54,43,0,47,69,34,88,96,13,50,18,98,51,78,35,63,4,65,49,31,65,71,79,91,5,98,40,10,94,70,60,40,83,74,6,54,53,85,38,56
90,m,yes,yes,yes,yes,yes,True,False,2374,in,36,True,100,62,10,47,19,98,44,28,14,69,55,60,56,96,58,22,22,93,26,75,5,6,33,90,23,95,9,80,20,44,12,3,34,56,97,88,76,20,4,56,10,67,22,9,67,35,62,68,35,50,81,26
92,m,no,yes,yes,yes,yes,True,False,1753,in,49,True,43,64,91,43,11,73,11,97,4,68,74,4,18,98,43,22,75,56,55,11,82,37,54,92,68,14,48,61,75,74,86,9,61,76,58,52,97,27,45,93,25,49,89,26,6,46,80,18,21,67,57,50
71,f,yes,yes,yes,no,yes,True,False,667,out,88,True,2,2,41,94,57,85,48,77,6,73,44,100,93,12,32,58,57,24,75,16,79,73,58,51,4,66,27,14,5,1,86,55,75,38,38,2,67,38,22,10,86,32,54,4,46,69,28,75,72,10,72,2
78,m,no,yes,yes,yes,yes,True,False,956,out,78,True,67,9,32,77,96,42,45,15,21,84,54,31,60,44,61,59,81,37,82,20,55,38,51,84,68,90,43,66,68,5,31,42,58,5,75,40,3,23,26,9,40,76,73,14,2,27,70,62,76,70,11,74
85,m,yes,yes,yes,no,yes,True,False,2032,out,52,True,55,42,72,51,9,2,63,59,30,77,69,46,58,86,96,100,3,41,24,31,60,6,88,10,24,71,36,4,64,61,81,90,59,96,50,30,55,69,36,19,99,11,20,100,62,94,22,43,78,61,85,86
65,m,no,yes,yes,yes,yes,True,False,2837,in,37,True,80,40,92,61,3,18,43,35,64,32,32,47,46,22,74,21,44,57,30,98,16,10,88,49,82,11,93,62,5,61,10,12,1,19,55,95,4,3,19,14,44,14,20,2,29,42,46,89,99,47,2,37
77,f,yes,yes,yes,yes,yes,True,False,1143,out,89,True,55,50,53,20,12,52,50,63,29,55,68,86,21,12,60,62,16,78,2,46,55,1,45,18,72,8,15,84,56,35,62,80,79,54,37,74,62,73,31,52,8,81,18,75,6,46,15,61,17,2,52,17
68,m,yes,no,yes,yes,yes,True,False,172,out,76,True,99,45,72,98,20,14,72,43,79,96,43,79,83,30,55,97,95,62,17,13,39,15,61,74,5,17,5,78,12,52,72,30,15,25,55,86,96,65,75,80,22,85,53,99,18,65,71,70,94,33,36,87
90,f,yes,yes,yes,yes,yes,True,False,315,in,3,True,98,44,70,86,17,100,14,13,52,5,67,31,55,24,52,58,85,95,96,87,91,30,56,4,31,26,82,1,90,70,42,54,5,66,84,35,23,67,24,8,8,18,76,76,46,19,48,4,61,17,67,20
76,f,yes,yes,no,yes,yes,True,False,1789,in,29,True,25,99,83,2,65,39,75,83,22,96,85,68,69,68,50,86,77,10,78,76,66,12,12,42,15,32,80,80,12,38,72,50,87,65,76,64,78,23,89,81,82,40,32,59,10,24,20,79,11,33,95,6
88,f,yes,yes,yes,yes,no,True,False,1186,in,23,True,21,75,7,16,58,16,0,16,100,42,37,83,82,32,50,97,45,81,12,33,43,77,61,24,28,37,13,28,3,86,100,71,49,22,79,36,60,59,93,20,96,34,52,79,81,78,45,14,0,40,87,26
